ticket_id,text,label,channel,priority,created_at
T0518,之前联系过客服，但以下问题还没有解决：月租费用在同一天重复收取。,费用问题,web,high,2026-03-21
T0519,我核对近期消费记录时发现旅行回来后账单多出多笔境外费用。,费用问题,app,medium,2026-05-11
T0520,周末开始在宿舍发现新手机已经设置完成但移动网络不可用。,信号问题,app,high,2026-02-06
T0521,账单中多出一笔陌生的代收费，类似记录已经出现不止一次。,费用问题,app,medium,2026-05-01
T0522,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：想办理一个当天有效的流量加油包。,套餐业务,app,low,2026-03-08
T0523,请确认以下服务问题产生的原因：网络坏了多天，维修人员始终未出现。,投诉建议,app,medium,2026-03-06
T0524,昨晚又出现这种情况：取消增值服务后系统仍显示生效。我需要正式反馈。,投诉建议,phone,high,2026-02-25
T0525,手机显示已连接 Wi-Fi 但上不了网，一天内已经出现好几次。,网络故障,phone,medium,2026-04-05
T0526,请确认以下需求需要满足哪些条件：希望更换为不限量或大流量套餐。,套餐业务,phone,medium,2026-03-03
T0527,客服部门之间互相推来推去，目前没有人明确负责处理。,投诉建议,web,medium,2026-05-28
T0528,长期没有使用的号码还在持续扣款，请核实支付记录和系统入账情况。,费用问题,web,high,2026-07-14
T0529,在线客服入口不明显，使用起来不方便，已经影响正常办理和使用。,投诉建议,app,low,2026-01-30
T0530,我想确认一下，演唱会现场有信号但完全上不了网，希望优化这一带的信号覆盖。,信号问题,store,high,2026-03-18
T0531,请确认以下需求需要满足哪些条件：需要查看优惠合约的结束日期。,套餐业务,web,low,2026-05-30
T0532,之前短暂恢复过，但现在又出现同样的问题：手机有信号但收不到普通短信。,信号问题,app,medium,2026-06-21
T0533,请确认以下服务问题产生的原因：套餐到期后自动续约却未提前通知。,投诉建议,app,low,2026-06-19
T0534,最近总是出现这种情况：同一个位置连续几次都无法正常通话。,信号问题,app,medium,2026-04-27
T0535,故障工单显示处理中，实际没有任何反馈，目前没有人明确负责处理。,投诉建议,phone,medium,2026-03-12
T0536,想办理学生优惠流量套餐，请告知办理步骤和注意事项。,套餐业务,app,medium,2026-02-28
T0537,手机有信号但收不到普通短信，上课和办公都受影响。,信号问题,web,high,2026-02-13
T0538,这个号码存在以下费用问题：国际漫游的实际扣费远高于预期。,费用问题,app,medium,2026-05-17
T0539,充值后没多久余额就快速下降，请帮我核实系统记录是否正确。,费用问题,app,high,2026-03-06
T0540,请帮我确认以下信号问题的原因：主卡信号很好，副卡却一直只有一格。,信号问题,app,medium,2026-01-26
T0541,办公室内只能收到一格信号，请提供具体排查方法或处理进度。,信号问题,app,high,2026-05-06
T0542,本月应付金额和过去几个月差别很大，请帮我核实系统记录是否正确。,费用问题,phone,high,2026-03-23
T0543,长期没有使用的号码还在持续扣款，希望提供完整明细和处理结果。,费用问题,web,high,2026-07-19
T0544,新手机连接 Wi-Fi 后无法访问网络，重启路由器后还是没有改善。,网络故障,web,medium,2026-02-27
T0545,我想确认一下，希望把当前套餐调整到低价档位。,套餐业务,app,medium,2026-01-13
T0546,这几天网络经常自动断开后又恢复，希望今天能处理好。,网络故障,phone,high,2026-05-30
T0547,关于“问题被多个客服重复登记却没人负责”的问题，请帮我登记投诉或建议。,投诉建议,app,medium,2026-06-17
T0548,最近总是出现这种情况：办公室所在园区的信号覆盖很差。,信号问题,app,medium,2026-01-28
T0549,请帮我确认以下信号问题的原因：补办手机卡后一直无法连接网络。,信号问题,web,medium,2026-07-01
T0550,最近连续出现这种情况：没有消费记录但可用余额变少。,费用问题,phone,high,2026-01-21
T0551,在 App 的账单页面看到银行卡已经扣款但话费余额没更新。,费用问题,web,medium,2026-02-09
T0552,已经申请暂停套餐但费用没有停止，请帮我核对相关账单或支付记录。,费用问题,app,medium,2026-01-21
T0553,想知道号码是否还在最低消费期，请问应该在哪里办理或查询？,套餐业务,phone,low,2026-03-15
T0554,投诉处理结果没有说明具体原因，目前没有人明确负责处理。,投诉建议,phone,high,2026-06-14
T0555,这几天商场周末人多时移动数据基本瘫痪，请给我一个明确答复。,信号问题,web,high,2026-05-27
T0556,关于“被告知免费体验，后来却开始扣费”的问题，请帮我登记投诉或建议。,投诉建议,web,medium,2026-04-24
T0557,周末开始查看账户时发现账单里出现了没办理过的增值业务。,费用问题,web,medium,2026-06-05
T0558,想问一下，Wi-Fi 有信号却不能使用任何应用。,网络故障,store,medium,2026-07-12
T0559,使用备用手机连接网络时出现以下情况：白天网络正常，晚上基本无法使用。,网络故障,web,medium,2026-03-10
T0560,麻烦尽快查一下，宽带账户已经有余额却依旧断网。,网络故障,web,high,2026-02-07
T0561,周末开始在地铁站附近发现在地下室移动网络一直不可用。,信号问题,app,medium,2026-06-07
T0562,刚刚发现打开网页要等很久，之前使用一直正常。,网络故障,web,medium,2026-07-12
T0563,在接收验证码时，这个商场里很多位置都收不到信号。,信号问题,web,medium,2026-03-08
T0564,办理时说的月费和实际扣款不一致，麻烦说明原因和处理方式。,费用问题,phone,high,2026-04-01
T0565,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：想了解适合学生使用的低价套餐。,套餐业务,phone,medium,2026-03-18
T0566,请帮我确认以下信号问题的原因：晚高峰期间消息很难发送出去。,信号问题,app,high,2026-01-06
T0567,想了解不同国家的漫游套餐价格，请说明办理条件和相关限制。,套餐业务,phone,medium,2026-04-14
T0568,业务变更前没有收到任何提醒，请记录处理过程并反馈最终结果。,投诉建议,app,medium,2026-02-12
T0569,建议增加套餐费用的对比功能，请记录处理过程并反馈最终结果。,投诉建议,phone,low,2026-04-04
T0570,需要查询当前套餐还能办几张副卡，请帮我确认当前状态或可选方案。,套餐业务,phone,medium,2026-07-21
T0571,需要一个通话和流量都比较少的套餐，请帮我确认当前状态或可选方案。,套餐业务,phone,low,2026-05-13
T0572,昨晚线路改造后家里的网络彻底断了，麻烦尽快处理。,网络故障,web,medium,2026-06-18
T0573,请帮忙处理一下，明明是满格信号，视频通话还是很卡。,信号问题,phone,high,2026-03-30
T0574,需要给父母办理一个简单的套餐，这项操作通常什么时候生效？,套餐业务,app,medium,2026-02-12
T0575,投诉工单已经关闭但问题并未解决，请记录处理过程并反馈最终结果。,投诉建议,app,medium,2026-04-09
T0576,最近反复出现这种情况：浏览器可以使用但办公软件无法联网。,网络故障,web,low,2026-02-25
T0577,今天早上查看账户时发现套餐没变但月费明显上涨。,费用问题,web,medium,2026-04-15
T0578,业务变更前没有收到任何提醒，我已经沟通过几次但仍未解决。,投诉建议,web,low,2026-05-09
T0579,准备换运营方式，想先退掉现有套餐，想了解具体资费和生效时间。,套餐业务,phone,low,2026-06-19
T0580,这几天我再次反馈以下问题或建议：在线客服一直让我联系其他渠道。,投诉建议,app,high,2026-04-16
T0581,我想确认一下，实际使用量和账单上的超额流量对不上。,费用问题,store,high,2026-04-24
T0582,请帮我核实，充值成功但余额没有增加，需要我提供支付凭证吗？,费用问题,app,medium,2026-02-16
T0583,登录后经常要求重复验证身份，我已经沟通过几次但仍未解决。,投诉建议,phone,medium,2026-05-03
T0584,对方一直听不清我说话，我不确定是手机卡、设备还是基站的问题。,信号问题,app,medium,2026-05-03
T0585,请帮我确认以下网络问题的原因：只有一台电脑始终连不上家里的宽带。,网络故障,app,low,2026-05-06
T0586,在 App 里没有找到相关入口，我的需求是：想查询叠加包用完后是否自动续订。,套餐业务,app,medium,2026-03-25
T0587,更换光猫后宽带没有恢复，重启路由器后还是没有改善。,网络故障,app,high,2026-07-01
T0588,我想确认一下，想查询当前套餐什么时候到期。,套餐业务,phone,low,2026-02-14
T0589,请帮我确认以下信号问题的原因：打电话时声音总是断断续续。,信号问题,phone,high,2026-02-24
T0590,演唱会现场有信号但完全上不了网，工作和学习都受到了影响。,信号问题,phone,medium,2026-07-13
T0591,账户余额无缘无故少了很多，类似记录已经出现不止一次。,费用问题,web,medium,2026-07-06
T0592,有个问题想反馈，发票金额和实际支付金额不一致。,费用问题,phone,low,2026-03-22
T0593,想问一下，建议在学校附近增加一个营业网点。,投诉建议,web,low,2026-03-17
T0594,想咨询一下，短信发送成功但对方收不到，希望优化这一带的信号覆盖。,信号问题,phone,high,2026-04-23
T0595,请确认以下需求需要满足哪些条件：不需要这么多流量，想改成基础套餐。,套餐业务,web,medium,2026-05-02
T0596,我在办公室经常遇到这种情况：开启 5G 后仍然一直显示 4G。,信号问题,web,high,2026-05-31
T0597,刚刚发现宽带移机完成后一直认证失败，之前使用一直正常。,网络故障,app,high,2026-05-01
T0598,之前得到过处理承诺，但以下问题仍未解决：已经申请取消但下个月仍然续费。,投诉建议,phone,medium,2026-07-12
T0599,号码停机期间仍然收取了月租，系统也没有给出清晰提示。,费用问题,phone,medium,2026-06-11
T0600,车站客流大时手机经常断网，同一位置其他人的情况没有这么严重。,信号问题,web,medium,2026-03-13
T0601,在打电话时，5G 网络速度比 4G 还慢。,信号问题,phone,medium,2026-02-22
T0602,刚超了一点流量就被扣了很多钱，请帮我核对相关账单或支付记录。,费用问题,app,high,2026-06-25
T0603,刚才满格状态下视频仍然不断缓冲，请帮我查一下原因。,信号问题,web,medium,2026-01-04
T0604,有个问题想反馈，已经办理了新套餐但还没有生效。,套餐业务,app,medium,2026-06-12
T0605,新开通的宽带账号无法联网，我重新连接网络并重启设备后仍然无效。,网络故障,phone,high,2026-07-21
T0606,银行卡已经扣款但话费余额没更新，请核实支付记录和系统入账情况。,费用问题,app,medium,2026-04-20
T0607,之前得到过处理承诺，但以下问题仍未解决：师傅没有检查清楚就说无法处理。,投诉建议,app,high,2026-03-14
T0608,国际漫游的实际扣费远高于预期，类似记录已经出现不止一次。,费用问题,web,medium,2026-04-05
T0609,我在家里遇到这个问题：宽带账户已经有余额却依旧断网。,网络故障,phone,medium,2026-02-01
T0610,请确认以下需求需要满足哪些条件：这个月流量不够，想买临时流量包。,套餐业务,store,low,2026-07-22
T0611,刚查话费时发现账单只显示总额，没有具体项目，之前没有注意到。,费用问题,app,medium,2026-07-01
T0612,没有新增业务但话费突然变高，过去几个月的账户记录一直比较正常。,费用问题,store,high,2026-03-30
T0613,最近一周在办公室发现电脑和手机都显示没有网络连接。,网络故障,app,high,2026-04-01
T0614,刚刚发现所有设备都无法访问网络，之前使用一直正常。,网络故障,app,high,2026-04-07
T0615,在乘坐地铁时，满格状态下视频仍然不断缓冲。,信号问题,app,medium,2026-04-05
T0616,之前短暂恢复过，但现在又出现同样的问题：满格状态下视频仍然不断缓冲。,信号问题,store,medium,2026-01-02
T0617,前天晚上更换新手机后信号变得很差，请帮我查一下原因。,信号问题,app,high,2026-01-15
T0618,我在商场里遇到这个问题：手机能联网但电脑连不上。,网络故障,app,medium,2026-05-01
T0619,需要查看优惠合约的结束日期，线上和营业厅都可以办理吗？,套餐业务,web,low,2026-05-26
T0620,之前处理后短暂恢复，但现在又出现同样的问题：晚间高峰期网页很难打开。,网络故障,store,medium,2026-06-19
T0621,我目前使用的是原来的月套餐，现在有以下需求：想增加套餐内的国内流量。,套餐业务,store,low,2026-06-01
T0622,想问一下，只有其中一个号码无法正常拨打电话，是否需要重新设置网络？,信号问题,store,high,2026-03-30
T0623,请确认以下需求需要满足哪些条件：想取消一张已经不用的副卡。,套餐业务,store,medium,2026-04-29
T0624,网络经常自动断开后又恢复，一天内已经出现好几次。,网络故障,web,medium,2026-05-16
T0625,国际漫游开通后一直没有生效，是否需要支付额外费用？,套餐业务,store,low,2026-01-12
T0626,最近使用需求发生了变化，因此想了解适合学生使用的低价套餐。,套餐业务,app,low,2026-04-12
T0627,最近多次出现以下问题：上门服务过程中说话很不礼貌。,投诉建议,app,high,2026-07-07
T0628,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：套餐里的语音太多，流量却不够。,套餐业务,app,low,2026-07-01
T0629,宽带速度突然变得特别慢，同一网络之前一直可以正常使用。,网络故障,app,medium,2026-05-11
T0630,手机能联网但电脑连不上，我重新连接网络并重启设备后仍然无效。,网络故障,web,medium,2026-06-28
T0631,需要出差几天，想增加短期流量，会不会影响现有优惠？,套餐业务,app,medium,2026-06-12
T0632,最近总是出现这种情况：人多的时候信号会突然变得很差。,信号问题,web,high,2026-05-25
T0633,问题被多个客服重复登记却没人负责，希望尽快安排专人处理。,投诉建议,app,high,2026-05-10
T0634,在 App 的账单页面看到取消业务后又被再次扣了一次费用。,费用问题,app,high,2026-01-12
T0635,App 经常闪退，希望尽快修复，希望尽快安排专人处理。,投诉建议,app,medium,2026-03-06
T0636,从刚才开始就出现以下情况：开启 5G 后仍然一直显示 4G。,信号问题,phone,high,2026-03-05
T0637,副卡每个月需要额外收多少费用，想了解具体资费和生效时间。,套餐业务,app,low,2026-02-22
T0638,有个问题想反馈，充值时银行卡出现了重复扣款。,费用问题,app,high,2026-01-14
T0639,使用备用手机时出现以下信号问题：家附近几条街的网络都不稳定。,信号问题,phone,high,2026-03-23
T0640,最近总是出现这种情况：手机有信号但应用经常提示超时。,信号问题,store,medium,2026-04-09
T0641,只是接听电话也出现了漫游费用，请帮我核对相关账单或支付记录。,费用问题,app,medium,2026-05-24
T0642,商场地下层没有手机信号，同一位置其他人的情况没有这么严重。,信号问题,app,medium,2026-05-27
T0643,最近一周查看账户时发现需要查询某一天产生的具体费用。,费用问题,app,low,2026-07-15
T0644,想取消业务却被多个渠道来回推，请给出合理解释和改进措施。,投诉建议,app,high,2026-04-08
T0645,我在地铁站附近遇到这个问题：文件上传速度慢得几乎不动。,网络故障,web,medium,2026-04-30
T0646,请确认以下需求需要满足哪些条件：准备出国，想开通国际漫游。,套餐业务,store,low,2026-02-15
T0647,在看视频时，所有设备都无法访问网络。,网络故障,app,high,2026-04-08
T0648,请帮我核实，人多的时候信号会突然变得很差。,信号问题,store,medium,2026-04-12
T0649,副卡每个月需要额外收多少费用，这项操作通常什么时候生效？,套餐业务,app,medium,2026-07-09
T0650,刚才设备没有报警但宽带不能使用，请帮我查一下原因。,网络故障,web,high,2026-04-08
T0651,只有一台电脑始终连不上家里的宽带，日常联系很不方便。,网络故障,store,low,2026-07-12
T0652,小区门口经常没有移动网络，我不确定是手机卡、设备还是基站的问题。,信号问题,app,high,2026-01-04
T0653,浏览器可以使用但办公软件无法联网，请提供具体原因和排查办法。,网络故障,phone,low,2026-07-18
T0654,我核对近期消费记录时发现余额每天都会减少一点，不知道扣在哪里。,费用问题,web,high,2026-04-02
T0655,乘坐地铁时经常长时间无服务，一天内已经影响了多次通话或上网。,信号问题,phone,high,2026-01-16
T0656,刚超了一点流量就被扣了很多钱，过去几个月的账户记录一直比较正常。,费用问题,phone,medium,2026-04-26
T0657,关于“建议改善新建小区的网络覆盖”的问题，请帮我登记投诉或建议。,投诉建议,app,low,2026-05-23
T0658,一个简单的退订流程办了好几天，希望尽快安排专人处理。,投诉建议,web,high,2026-05-11
T0659,这期账单金额比上个月多了几十元，系统也没有给出清晰提示。,费用问题,store,medium,2026-05-08
T0660,充值成功但余额没有增加，系统也没有给出清晰提示。,费用问题,phone,medium,2026-03-15
T0661,流量用完后没有提醒就开始收费，麻烦说明原因和处理方式。,费用问题,app,medium,2026-03-01
T0662,周末开始查看账户时发现流量包失效后马上产生了额外扣费。,费用问题,app,high,2026-03-13
T0663,我核对近期消费记录时发现这个月的话费比平时高了很多。,费用问题,app,high,2026-06-08
T0664,需要查询当前套餐还能办几张副卡，会不会影响现有优惠？,套餐业务,phone,medium,2026-05-23
T0665,请帮我确认以下网络问题的原因：宽带移机完成后一直认证失败。,网络故障,web,high,2026-03-24
T0666,使用备用手机连接网络时出现以下情况：搬家迁网完成了但新住处不能使用。,网络故障,web,medium,2026-05-11
T0667,充值订单完成了，账户还是原来的余额，过去几个月的账户记录一直比较正常。,费用问题,store,high,2026-05-24
T0668,关于这个号码，我有以下需求：需要出差几天，想增加短期流量。需要准备什么材料？,套餐业务,web,low,2026-06-24
T0669,号码被开通了不清楚的付费业务，请帮我核实系统记录是否正确。,费用问题,phone,medium,2026-07-21
T0670,账户余额无缘无故少了很多，请帮我核对相关账单或支付记录。,费用问题,store,medium,2026-03-22
T0671,请帮我核实，旅行回来后账单多出多笔境外费用。,费用问题,phone,high,2026-02-03
T0672,系统显示投诉已完成，但我没有收到任何解释，请给出合理解释和改进措施。,投诉建议,app,high,2026-03-26
T0673,宽带移机完成后一直认证失败，已经影响正常使用。,网络故障,app,high,2026-02-22
T0674,关于这个号码，我有以下需求：套餐变更成功后内容仍显示旧版本。需要准备什么材料？,套餐业务,app,medium,2026-01-24
T0675,Wi-Fi 图标正常，网页还是打不开，我不确定是线路、路由器还是账号的问题。,网络故障,web,medium,2026-03-02
T0676,希望小区周边增设信号基站，请记录处理过程并反馈最终结果。,投诉建议,app,medium,2026-03-20
T0677,需要一个适合经常看视频的套餐，线上和营业厅都可以办理吗？,套餐业务,web,medium,2026-03-04
T0678,投诉处理结果没有说明具体原因，希望尽快安排专人处理。,投诉建议,web,high,2026-07-18
T0679,请确认以下费用或账务问题的原因：月租费用在同一天重复收取。,费用问题,app,high,2026-03-16
T0680,请确认以下费用或账务问题的原因：刚超了一点流量就被扣了很多钱。,费用问题,phone,high,2026-05-02
T0681,有个问题想反馈，商场周末人多时移动数据基本瘫痪，是否需要重新设置网络？,信号问题,phone,high,2026-03-09
T0682,最近反复出现这种情况：电脑和手机都显示没有网络连接。,网络故障,app,high,2026-05-28
T0683,App 经常闪退，希望尽快修复，请给出合理解释和改进措施。,投诉建议,web,low,2026-01-05
T0684,自助设备坏了，所有人只能排人工窗口，相关工单已经提交不止一次。,投诉建议,web,low,2026-06-26
T0685,在使用移动数据时，新 SIM 卡插入后总是显示无服务。,信号问题,web,medium,2026-02-10
T0686,需要一个通话和流量都比较少的套餐，想了解具体资费和生效时间。,套餐业务,phone,low,2026-03-15
T0687,这几天又出现这种情况：营业厅叫号顺序看起来很混乱。我需要正式反馈。,投诉建议,web,low,2026-04-02
T0688,之前得到过处理承诺，但以下问题仍未解决：客服说会安排师傅，但一直没人处理。,投诉建议,web,medium,2026-06-17
T0689,没有确认过订阅却连续产生费用，请核实支付记录和系统入账情况。,费用问题,app,medium,2026-02-14
T0690,刚刚发现打电话时声音总是断断续续，换到室外后才稍微好一些。,信号问题,store,high,2026-02-01
T0691,需要开具本月通信费用发票，系统也没有给出清晰提示。,费用问题,web,low,2026-03-02
T0692,最近反复出现这种情况：无线连接没有报错，网络却完全不通。,网络故障,store,medium,2026-03-06
T0693,我核对近期消费记录时发现银行卡已经扣款但话费余额没更新。,费用问题,phone,high,2026-04-27
T0694,新搬来的小区一直存在信号覆盖问题，把手机卡放到另一台设备上测试也差不多。,信号问题,phone,high,2026-03-20
T0695,一个简单的退订流程办了好几天，已经影响正常办理和使用。,投诉建议,web,high,2026-04-28
T0696,刚刚发现上网过程中频繁掉线，之前使用一直正常。,网络故障,web,high,2026-04-06
T0697,新 SIM 卡插入后总是显示无服务，上课和办公都受影响。,信号问题,app,medium,2026-07-03
T0698,不清楚合约期还剩多久，请帮我确认当前状态或可选方案。,套餐业务,store,medium,2026-02-17
T0699,信号图标正常但消息发送不出去，我不确定是手机卡、设备还是基站的问题。,信号问题,store,medium,2026-07-07
T0700,最近使用需求发生了变化，因此想确认现在改套餐会不会产生违约金。,套餐业务,web,medium,2026-06-06
T0701,长期没有使用的号码还在持续扣款，麻烦说明原因和处理方式。,费用问题,store,high,2026-05-21
T0702,最近连续出现这种情况：账单里有一大笔套餐外流量费。,费用问题,app,medium,2026-05-19
T0703,客服只会让我继续等待，没有实际处理，我已经沟通过几次但仍未解决。,投诉建议,phone,medium,2026-02-19
T0704,麻烦帮我看看，本月应该降档，账单却还是原套餐，请给出明确的办理建议或处理结果。,套餐业务,app,medium,2026-04-22
T0705,在 App 的账单页面看到需要查询某一天产生的具体费用。,费用问题,web,medium,2026-02-14
T0706,需要把号码上的主套餐取消，是否需要支付额外费用？,套餐业务,web,low,2026-02-21
T0707,请帮我核实，实际使用量和账单上的超额流量对不上，需要我提供支付凭证吗？,费用问题,store,medium,2026-06-14
T0708,我通过手机 App反馈以下问题或建议：连续催了几次报修仍然没有进展。,投诉建议,app,medium,2026-03-12
T0709,回国后想关闭境外漫游功能，会不会影响现有优惠？,套餐业务,web,low,2026-05-08
T0710,营业厅排队时间太长了，目前没有人明确负责处理。,投诉建议,web,medium,2026-06-25
T0711,在 App 里没有找到相关入口，我的需求是：平时主要打电话，想调整套餐内容。,套餐业务,app,medium,2026-03-08
T0712,我已经完成充值但网络没有恢复，请提供具体原因和排查办法。,网络故障,phone,high,2026-06-01
T0713,刚查话费时发现已经办理停机保号却继续产生套餐费，之前没有注意到。,费用问题,app,high,2026-07-18
T0714,我想确认一下，宣传页面写的价格比账单金额低。,费用问题,app,medium,2026-02-07
T0715,关于“投诉过去一周仍然查不到进展”的问题，请帮我登记投诉或建议。,投诉建议,phone,medium,2026-01-11
T0716,请帮我确认以下网络问题的原因：系统显示网络已连接但实际没有网。,网络故障,app,high,2026-02-02
T0717,这张卡插到卡槽二后经常掉信号，一天内已经影响了多次通话或上网。,信号问题,phone,medium,2026-07-16
T0718,办理时说可以随时取消，实际却不允许，相关工单已经提交不止一次。,投诉建议,web,medium,2026-01-14
T0719,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：想给当前套餐增加一张副卡。,套餐业务,app,low,2026-03-10
T0720,请帮我核实，想在原套餐基础上增加通用流量，请给出明确的办理建议或处理结果。,套餐业务,phone,low,2026-06-07
T0721,请帮我确认以下信号问题的原因：手机有信号但收不到普通短信。,信号问题,phone,high,2026-06-14
T0722,师傅处理问题很敷衍，故障很快又出现，我已经沟通过几次但仍未解决。,投诉建议,app,high,2026-06-13
T0723,家里的宽带完全连不上网了，重启路由器后还是没有改善。,网络故障,web,medium,2026-07-14
T0724,想了解夜间流量包的使用时间，线上和营业厅都可以办理吗？,套餐业务,app,medium,2026-07-01
T0725,想在原套餐基础上增加通用流量，是否需要支付额外费用？,套餐业务,web,low,2026-02-03
T0726,在 App 里没有找到相关入口，我的需求是：想确认现在改套餐会不会产生违约金。,套餐业务,phone,low,2026-05-10
T0727,连续催了几次报修仍然没有进展，请记录处理过程并反馈最终结果。,投诉建议,phone,high,2026-02-08
T0728,之前得到过处理承诺，但以下问题仍未解决：之前提交的投诉一直没有回复。,投诉建议,web,medium,2026-06-24
T0729,发现有一项彩铃服务一直在扣钱，系统也没有给出清晰提示。,费用问题,web,medium,2026-06-22
T0730,账单里同一个流量包出现了两次收费，请帮我核实系统记录是否正确。,费用问题,phone,medium,2026-06-05
T0731,已经申请暂停套餐但费用没有停止，过去几个月的账户记录一直比较正常。,费用问题,app,high,2026-05-01
T0732,有个问题想反馈，号码停用几个月仍有收费记录，需要我提供支付凭证吗？,费用问题,app,medium,2026-07-11
T0733,我想确认一下，建议增加套餐费用的对比功能，请告知后续处理时限。,投诉建议,web,low,2026-03-12
T0734,客服部门之间互相推来推去，相关工单已经提交不止一次。,投诉建议,app,medium,2026-02-21
T0735,同一订单支付一次却扣了两笔钱，系统也没有给出清晰提示。,费用问题,phone,high,2026-01-19
T0736,修改套餐后仍按以前的标准计费，想了解具体资费和生效时间。,套餐业务,app,medium,2026-02-28
T0737,这几天在办公室发现路由器重启后状态正常，网络仍未恢复。,网络故障,web,high,2026-04-18
T0738,请确认以下服务问题产生的原因：建议对长期信号差的区域进行网络优化。,投诉建议,phone,low,2026-02-10
T0739,今天早上另一张卡正常，这个号码经常无服务，希望尽快给出解决方案。,信号问题,phone,medium,2026-06-15
T0740,无线网能搜到但完全不能上网，同一网络之前一直可以正常使用。,网络故障,app,high,2026-06-25
T0741,使用备用手机时出现以下信号问题：短信发送成功但对方收不到。,信号问题,app,high,2026-03-18
T0742,这期账单金额比上个月多了几十元，请核实支付记录和系统入账情况。,费用问题,app,medium,2026-07-11
T0743,最近一周在宿舍里手机几乎没有信号，请给我一个明确答复。,信号问题,app,high,2026-01-27
T0744,扣费前没有发送清晰的提醒短信，目前没有人明确负责处理。,投诉建议,app,medium,2026-01-12
T0745,想增加套餐内的国内流量，这项操作通常什么时候生效？,套餐业务,phone,medium,2026-06-18
T0746,从前天晚上开始就出现以下情况：明明是满格信号，视频通话还是很卡。,信号问题,app,high,2026-05-11
T0747,想咨询一下，余额每天都会减少一点，不知道扣在哪里。,费用问题,app,high,2026-02-21
T0748,最近使用需求发生了变化，因此现在的套餐流量太少，想改高一档。,套餐业务,app,low,2026-04-27
T0749,从刚才开始，这个问题一直没有明确结果：维修结束后现场没有整理干净。,投诉建议,web,medium,2026-04-27
T0750,刚刚发现路由器指示灯都正常但没有网络，之前使用一直正常。,网络故障,store,medium,2026-05-14
T0751,麻烦帮我看看，最近连续几晚都会突然断网。,网络故障,app,medium,2026-06-10
T0752,昨晚家里的宽带完全连不上网了，请告诉我应该怎么处理。,网络故障,app,medium,2026-03-04
T0753,现场窗口很多但开放的柜台很少，希望尽快安排专人处理。,投诉建议,phone,medium,2026-07-19
T0754,我核对近期消费记录时发现实际使用量和账单上的超额流量对不上。,费用问题,web,medium,2026-01-24
T0755,刚查话费时发现账户里的一部分金额突然不见了，之前没有注意到。,费用问题,phone,high,2026-07-24
T0756,想问一下，宽带一天内已经掉线很多次，希望彻底解决，不要反复发生。,网络故障,app,high,2026-01-31
T0757,想咨询一下，信号强度正常，数据网络却几乎不能用，是否需要重新设置网络？,信号问题,app,high,2026-02-27
T0758,晚间高峰期网页很难打开，一天内已经出现好几次。,网络故障,app,medium,2026-05-28
T0759,投诉工单已经关闭但问题并未解决，相关工单已经提交不止一次。,投诉建议,phone,medium,2026-07-21
T0760,每个月都在扣一项我不认识的服务费，我看不出问题具体出在哪个环节。,费用问题,web,high,2026-03-02
T0761,这个商场里很多位置都收不到信号，同一位置其他人的情况没有这么严重。,信号问题,app,medium,2026-02-14
T0762,想把通话分钟换成更多流量，线上和营业厅都可以办理吗？,套餐业务,web,low,2026-05-25
T0763,想重新分配套餐里的流量和通话额度，想了解具体资费和生效时间。,套餐业务,web,low,2026-03-04
T0764,我想确认一下，维修预约变更时间没有告知我，不希望问题被简单关闭。,投诉建议,web,medium,2026-06-15
T0765,请帮我确认以下网络问题的原因：Wi-Fi 一会儿能用一会儿不能用。,网络故障,web,high,2026-05-19
T0766,办理迁移后新地址一直不能上网，请提供具体原因和排查办法。,网络故障,app,medium,2026-04-23
T0767,这个号码存在以下费用问题：月租费用在同一天重复收取。,费用问题,phone,high,2026-01-05
T0768,平时主要打电话，想调整套餐内容，会不会影响现有优惠？,套餐业务,app,low,2026-02-09
T0769,昨晚在家里发现开启 5G 后仍然一直显示 4G。,信号问题,app,medium,2026-01-04
T0770,在 App 的账单页面看到本月账单突然增加了一大笔费用。,费用问题,app,high,2026-04-24
T0771,想咨询一下，无线网能搜到但完全不能上网，大概多久能修复？,网络故障,app,high,2026-07-17
T0772,最近使用需求发生了变化，因此不想继续使用这项套餐服务。,套餐业务,phone,low,2026-02-01
T0773,想取消一张已经不用的副卡，请说明办理条件和相关限制。,套餐业务,store,low,2026-05-09
T0774,电话接通后几秒就会掉线，同一位置其他人的情况没有这么严重。,信号问题,web,high,2026-05-13
T0775,同一条宽带到了晚上速度就下降很多，请提供具体原因和排查办法。,网络故障,app,high,2026-01-23
T0776,之前处理后短暂恢复，但现在又出现同样的问题：打开网页要等很久。,网络故障,web,high,2026-04-18
T0777,家里卧室经常显示无服务，把手机卡放到另一台设备上测试也差不多。,信号问题,web,medium,2026-03-09
T0778,刚刚发现切换数据卡后该号码无法联网，换到室外后才稍微好一些。,信号问题,web,medium,2026-06-14
T0779,同一订单支付一次却扣了两笔钱，类似记录已经出现不止一次。,费用问题,phone,medium,2026-05-28
T0780,想重新分配套餐里的流量和通话额度，是否需要支付额外费用？,套餐业务,app,medium,2026-04-28
T0781,手机显示 5G 但实际无法上网，把手机卡放到另一台设备上测试也差不多。,信号问题,web,high,2026-05-20
